Policy_ID,State,Product,Policy_Version,Policy_Effective_Date,Requirement_Effective_Date,Clause_ID,Required_Clause_Version,Requirement_ID
P100007,TX,POS,4,2025-02-20,2025-01-01,CL0542,5,RR00267
P100007,TX,POS,4,2025-02-20,2025-01-01,CL0202,2,RR00268
P100007,TX,POS,4,2025-02-20,2025-01-01,CL0612,2,RR00269
P100007,TX,POS,4,2025-02-20,2025-01-01,CL0096,5,RR00270
P100007,TX,POS,4,2025-02-20,2025-01-01,CL0308,4,RR00271
P100007,TX,POS,4,2025-02-20,2025-01-01,CL0213,3,RR00272
P100007,TX,POS,4,2025-02-20,2025-01-01,CL0332,5,RR00273
P100007,TX,POS,4,2025-02-20,2025-01-01,CL0274,4,RR00274
P100007,TX,POS,4,2025-02-20,2025-01-01,CL0623,2,RR00275
P100007,TX,POS,4,2025-02-20,2025-01-01,CL0210,1,RR00276
P100007,TX,POS,4,2025-02-20,2025-01-01,CL0950,3,RR00277
P100008,FL,PPO,3,2026-05-15,2025-01-01,CL0673,2,RR00278
P100008,FL,PPO,3,2026-05-15,2025-01-01,CL0977,3,RR00279
P100008,FL,PPO,3,2026-05-15,2025-01-01,CL0373,1,RR00280
P100008,FL,PPO,3,2026-05-15,2025-01-01,CL0050,2,RR00281
P100008,FL,PPO,3,2026-05-15,2025-01-01,CL0048,4,RR00282
P100008,FL,PPO,3,2026-05-15,2025-01-01,CL0990,2,RR00283
P100008,FL,PPO,3,2026-05-15,2025-01-01,CL0904,4,RR00284
P100008,FL,PPO,3,2026-05-15,2025-01-01,CL0796,4,RR00285
P100008,FL,PPO,3,2026-05-15,2025-01-01,CL0598,5,RR00286
P100008,FL,PPO,3,2026-05-15,2025-01-01,CL0433,2,RR00287
P100008,FL,PPO,3,2026-05-15,2025-01-01,CL0912,3,RR00288
P100008,FL,PPO,3,2026-05-15,2025-01-01,CL0273,4,RR00289
P100009,PA,EPO,4,2026-01-04,2025-01-01,CL0863,2,RR00184
P100009,PA,EPO,4,2026-01-04,2025-01-01,CL0290,5,RR00185
P100009,PA,EPO,4,2026-01-04,2025-01-01,CL0706,3,RR00186
P100009,PA,EPO,4,2026-01-04,2025-01-01,CL0879,3,RR00187
P100009,PA,EPO,4,2026-01-04,2025-01-01,CL0211,5,RR00188
P100010,MA,EPO,4,2026-12-25,2025-01-01,CL0661,1,RR00144
P100010,MA,EPO,4,2026-12-25,2025-01-01,CL0129,5,RR00145
P100010,MA,EPO,4,2026-12-25,2025-01-01,CL0541,2,RR00146
P100010,MA,EPO,4,2026-12-25,2025-01-01,CL0755,2,RR00147
P100010,MA,EPO,4,2026-12-25,2025-01-01,CL0521,3,RR00148
P100010,MA,EPO,4,2026-12-25,2025-01-01,CL0983,2,RR00149
P100011,FL,POS,4,2026-10-18,2025-01-01,CL0355,5,RR00308
P100011,FL,POS,4,2026-10-18,2025-01-01,CL0762,3,RR00309
P100011,FL,POS,4,2026-10-18,2025-01-01,CL0372,1,RR00310
P100011,FL,POS,4,2026-10-18,2025-01-01,CL0285,1,RR00311
P100011,FL,POS,4,2026-10-18,2025-01-01,CL0390,4,RR00312
P100011,FL,POS,4,2026-10-18,2025-01-01,CL0698,1,RR00313
P100011,FL,POS,4,2026-10-18,2025-01-01,CL0929,4,RR00314
P100011,FL,POS,4,2026-10-18,2025-01-01,CL0319,2,RR00315
P100011,FL,POS,4,2026-10-18,2025-01-01,CL0118,3,RR00316
P100012,FL,PPO,1,2025-12-23,2025-01-01,CL0673,2,RR00278
P100012,FL,PPO,1,2025-12-23,2025-01-01,CL0977,3,RR00279
P100012,FL,PPO,1,2025-12-23,2025-01-01,CL0373,1,RR00280
P100012,FL,PPO,1,2025-12-23,2025-01-01,CL0050,2,RR00281
P100012,FL,PPO,1,2025-12-23,2025-01-01,CL0048,4,RR00282
P100012,FL,PPO,1,2025-12-23,2025-01-01,CL0990,2,RR00283
P100012,FL,PPO,1,2025-12-23,2025-01-01,CL0904,4,RR00284
P100012,FL,PPO,1,2025-12-23,2025-01-01,CL0796,4,RR00285
P100012,FL,PPO,1,2025-12-23,2025-01-01,CL0598,5,RR00286
P100012,FL,PPO,1,2025-12-23,2025-01-01,CL0433,2,RR00287
P100012,FL,PPO,1,2025-12-23,2025-01-01,CL0912,3,RR00288
P100012,FL,PPO,1,2025-12-23,2025-01-01,CL0273,4,RR00289
P100013,NJ,POS,5,2025-01-03,2025-01-01,CL0294,1,RR00117
P100013,NJ,POS,5,2025-01-03,2025-01-01,CL0513,3,RR00118
P100013,NJ,POS,5,2025-01-03,2025-01-01,CL0104,5,RR00119
P100013,NJ,POS,5,2025-01-03,2025-01-01,CL0023,5,RR00120
P100013,NJ,POS,5,2025-01-03,2025-01-01,CL0453,3,RR00121
P100013,NJ,POS,5,2025-01-03,2025-01-01,CL0469,3,RR00122
P100013,NJ,POS,5,2025-01-03,2025-01-01,CL0554,1,RR00123
P100013,NJ,POS,5,2025-01-03,2025-01-01,CL0002,4,RR00124
P100014,CA,PPO,3,2025-09-11,2025-01-01,CL0774,2,RR00197
P100014,CA,PPO,3,2025-09-11,2025-01-01,CL0671,4,RR00198
P100014,CA,PPO,3,2025-09-11,2025-01-01,CL0036,5,RR00199
P100014,CA,PPO,3,2025-09-11,2025-01-01,CL0869,1,RR00200
P100014,CA,PPO,3,2025-09-11,2025-01-01,CL0422,2,RR00201
P100015,PA,HMO,2,2026-04-20,2025-01-01,CL0455,5,RR00173
P100015,PA,HMO,2,2026-04-20,2025-01-01,CL0371,2,RR00174
P100015,PA,HMO,2,2026-04-20,2025-01-01,CL0046,4,RR00175
P100015,PA,HMO,2,2026-04-20,2025-01-01,CL0251,2,RR00176
P100015,PA,HMO,2,2026-04-20,2025-01-01,CL0770,3,RR00177
P100015,PA,HMO,2,2026-04-20,2025-01-01,CL0140,3,RR00178
P100015,PA,HMO,2,2026-04-20,2025-01-01,CL0634,5,RR00179
P100015,PA,HMO,2,2026-04-20,2025-01-01,CL0699,3,RR00180
P100015,PA,HMO,2,2026-04-20,2025-01-01,CL0966,5,RR00181
P100015,PA,HMO,2,2026-04-20,2025-01-01,CL0416,4,RR00182
P100015,PA,HMO,2,2026-04-20,2025-01-01,CL0922,5,RR00183
P100016,NY,EPO,5,2026-05-21,2025-01-01,CL0077,4,RR00060
P100016,NY,EPO,5,2026-05-21,2025-01-01,CL0852,1,RR00061
P100016,NY,EPO,5,2026-05-21,2025-01-01,CL0877,5,RR00062
P100016,NY,EPO,5,2026-05-21,2025-01-01,CL0311,3,RR00063
P100016,NY,EPO,5,2026-05-21,2025-01-01,CL0729,4,RR00064
P100016,NY,EPO,5,2026-05-21,2025-01-01,CL0755,5,RR00065
P100016,NY,EPO,5,2026-05-21,2025-01-01,CL0687,3,RR00066
P100016,NY,EPO,5,2026-05-21,2025-01-01,CL0710,2,RR00067
P100016,NY,EPO,5,2026-05-21,2025-01-01,CL0464,4,RR00068
P100016,NY,EPO,5,2026-05-21,2025-01-01,CL0133,2,RR00069
P100017,FL,POS,1,2025-09-13,2025-01-01,CL0355,5,RR00308
P100017,FL,POS,1,2025-09-13,2025-01-01,CL0762,3,RR00309
P100017,FL,POS,1,2025-09-13,2025-01-01,CL0372,1,RR00310
P100017,FL,POS,1,2025-09-13,2025-01-01,CL0285,1,RR00311
P100017,FL,POS,1,2025-09-13,2025-01-01,CL0390,4,RR00312
P100017,FL,POS,1,2025-09-13,2025-01-01,CL0698,1,RR00313
P100017,FL,POS,1,2025-09-13,2025-01-01,CL0929,4,RR00314
P100017,FL,POS,1,2025-09-13,2025-01-01,CL0319,2,RR00315
P100017,FL,POS,1,2025-09-13,2025-01-01,CL0118,3,RR00316
P100018,CA,HMO,4,2026-09-02,2025-01-01,CL0349,2,RR00202
P100018,CA,HMO,4,2026-09-02,2025-01-01,CL0489,2,RR00203
P100018,CA,HMO,4,2026-09-02,2025-01-01,CL0283,1,RR00204
P100018,CA,HMO,4,2026-09-02,2025-01-01,CL0797,1,RR00205
P100018,CA,HMO,4,2026-09-02,2025-01-01,CL0051,5,RR00206
P100018,CA,HMO,4,2026-09-02,2025-01-01,CL0407,4,RR00207
P100018,CA,HMO,4,2026-09-02,2025-01-01,CL0386,5,RR00208
P100018,CA,HMO,4,2026-09-02,2025-01-01,CL0437,2,RR00209
P100018,CA,HMO,4,2026-09-02,2025-01-01,CL0926,2,RR00210
P100018,CA,HMO,4,2026-09-02,2025-01-01,CL0290,4,RR00211
P100018,CA,HMO,4,2026-09-02,2025-01-01,CL0497,2,RR00212
P100019,NY,HMO,2,2026-11-16,2025-01-01,CL0102,5,RR00055
P100019,NY,HMO,2,2026-11-16,2025-01-01,CL0170,5,RR00056
P100019,NY,HMO,2,2026-11-16,2025-01-01,CL0117,1,RR00057
P100019,NY,HMO,2,2026-11-16,2025-01-01,CL0207,5,RR00058
P100019,NY,HMO,2,2026-11-16,2025-01-01,CL0264,1,RR00059
P100020,PA,POS,3,2025-05-30,2025-01-01,CL0612,1,RR00189
P100020,PA,POS,3,2025-05-30,2025-01-01,CL0152,5,RR00190
P100020,PA,POS,3,2025-05-30,2025-01-01,CL0876,5,RR00191
P100020,PA,POS,3,2025-05-30,2025-01-01,CL0983,1,RR00192
P100020,PA,POS,3,2025-05-30,2025-01-01,CL0510,1,RR00193
P100020,PA,POS,3,2025-05-30,2025-01-01,CL0210,5,RR00194
P100020,PA,POS,3,2025-05-30,2025-01-01,CL0899,5,RR00195
P100020,PA,POS,3,2025-05-30,2025-01-01,CL0562,1,RR00196
P100021,CT,POS,5,2026-05-03,2025-01-01,CL0034,5,RR00035
P100021,CT,POS,5,2026-05-03,2025-01-01,CL0080,4,RR00036
P100021,CT,POS,5,2026-05-03,2025-01-01,CL0095,1,RR00037
P100021,CT,POS,5,2026-05-03,2025-01-01,CL0187,5,RR00038
P100021,CT,POS,5,2026-05-03,2025-01-01,CL0458,2,RR00039
P100021,CT,POS,5,2026-05-03,2025-01-01,CL0624,4,RR00040
P100021,CT,POS,5,2026-05-03,2025-01-01,CL0848,5,RR00041
P100021,CT,POS,5,2026-05-03,2025-01-01,CL0085,4,RR00042
P100021,CT,POS,5,2026-05-03,2025-01-01,CL0707,4,RR00043
P100021,CT,POS,5,2026-05-03,2025-01-01,CL0805,2,RR00044
P100021,CT,POS,5,2026-05-03,2025-01-01,CL0657,3,RR00045
P100022,OH,HMO,5,2025-10-06,2025-01-01,CL0659,3,RR00378
P100022,OH,HMO,5,2025-10-06,2025-01-01,CL0382,3,RR00379
P100022,OH,HMO,5,2025-10-06,2025-01-01,CL0663,4,RR00380
P100022,OH,HMO,5,2025-10-06,2025-01-01,CL0872,3,RR00381
P100022,OH,HMO,5,2025-10-06,2025-01-01,CL0354,3,RR00382
P100022,OH,HMO,5,2025-10-06,2025-01-01,CL0449,5,RR00383
P100022,OH,HMO,5,2025-10-06,2025-01-01,CL0536,2,RR00384
P100022,OH,HMO,5,2025-10-06,2025-01-01,CL0954,2,RR00385
P100022,OH,HMO,5,2025-10-06,2025-01-01,CL0234,3,RR00386
P100023,CA,PPO,2,2025-02-28,2025-01-01,CL0774,2,RR00197
P100023,CA,PPO,2,2025-02-28,2025-01-01,CL0671,4,RR00198
P100023,CA,PPO,2,2025-02-28,2025-01-01,CL0036,5,RR00199
P100023,CA,PPO,2,2025-02-28,2025-01-01,CL0869,1,RR00200
P100023,CA,PPO,2,2025-02-28,2025-01-01,CL0422,2,RR00201
P100024,IL,HMO,1,2026-03-22,2025-01-01,CL0828,4,RR00331
P100024,IL,HMO,1,2026-03-22,2025-01-01,CL0701,3,RR00332
P100024,IL,HMO,1,2026-03-22,2025-01-01,CL0276,5,RR00333
P100024,IL,HMO,1,2026-03-22,2025-01-01,CL0378,4,RR00334
P100024,IL,HMO,1,2026-03-22,2025-01-01,CL0329,5,RR00335
P100024,IL,HMO,1,2026-03-22,2025-01-01,CL0681,5,RR00336
P100024,IL,HMO,1,2026-03-22,2025-01-01,CL0476,2,RR00337
P100024,IL,HMO,1,2026-03-22,2025-01-01,CL0155,4,RR00338
P100024,IL,HMO,1,2026-03-22,2025-01-01,CL0696,4,RR00339
P100024,IL,HMO,1,2026-03-22,2025-01-01,CL0347,1,RR00340
P100024,IL,HMO,1,2026-03-22,2025-01-01,CL0157,5,RR00341
P100024,IL,HMO,1,2026-03-22,2025-01-01,CL0249,3,RR00342
P100025,CT,POS,3,2025-04-23,2025-01-01,CL0034,5,RR00035
P100025,CT,POS,3,2025-04-23,2025-01-01,CL0080,4,RR00036
P100025,CT,POS,3,2025-04-23,2025-01-01,CL0095,1,RR00037
P100025,CT,POS,3,2025-04-23,2025-01-01,CL0187,5,RR00038
P100025,CT,POS,3,2025-04-23,2025-01-01,CL0458,2,RR00039
P100025,CT,POS,3,2025-04-23,2025-01-01,CL0624,4,RR00040
P100025,CT,POS,3,2025-04-23,2025-01-01,CL0848,5,RR00041
P100025,CT,POS,3,2025-04-23,2025-01-01,CL0085,4,RR00042
P100025,CT,POS,3,2025-04-23,2025-01-01,CL0707,4,RR00043
P100025,CT,POS,3,2025-04-23,2025-01-01,CL0805,2,RR00044
P100025,CT,POS,3,2025-04-23,2025-01-01,CL0657,3,RR00045
P100026,OH,HMO,2,2026-07-23,2025-01-01,CL0659,3,RR00378
P100026,OH,HMO,2,2026-07-23,2025-01-01,CL0382,3,RR00379
P100026,OH,HMO,2,2026-07-23,2025-01-01,CL0663,4,RR00380
P100026,OH,HMO,2,2026-07-23,2025-01-01,CL0872,3,RR00381
P100026,OH,HMO,2,2026-07-23,2025-01-01,CL0354,3,RR00382
P100026,OH,HMO,2,2026-07-23,2025-01-01,CL0449,5,RR00383
P100026,OH,HMO,2,2026-07-23,2025-01-01,CL0536,2,RR00384
P100026,OH,HMO,2,2026-07-23,2025-01-01,CL0954,2,RR00385
P100026,OH,HMO,2,2026-07-23,2025-01-01,CL0234,3,RR00386
P100027,NJ,PPO,4,2026-05-04,2025-01-01,CL0327,3,RR00083
P100027,NJ,PPO,4,2026-05-04,2025-01-01,CL0023,5,RR00084
P100027,NJ,PPO,4,2026-05-04,2025-01-01,CL0672,4,RR00085
P100027,NJ,PPO,4,2026-05-04,2025-01-01,CL0618,3,RR00086
P100027,NJ,PPO,4,2026-05-04,2025-01-01,CL0045,4,RR00087
P100027,NJ,PPO,4,2026-05-04,2025-01-01,CL0155,4,RR00088
P100027,NJ,PPO,4,2026-05-04,2025-01-01,CL0306,5,RR00089
P100027,NJ,PPO,4,2026-05-04,2025-01-01,CL0806,3,RR00090
P100027,NJ,PPO,4,2026-05-04,2025-01-01,CL0689,1,RR00091
P100027,NJ,PPO,4,2026-05-04,2025-01-01,CL0593,2,RR00092
P100028,TX,EPO,3,2026-02-11,2025-01-01,CL0837,3,RR00255
P100028,TX,EPO,3,2026-02-11,2025-01-01,CL0842,4,RR00256
P100028,TX,EPO,3,2026-02-11,2025-01-01,CL0898,5,RR00257
P100028,TX,EPO,3,2026-02-11,2025-01-01,CL0311,4,RR00258
P100028,TX,EPO,3,2026-02-11,2025-01-01,CL0743,4,RR00259
P100028,TX,EPO,3,2026-02-11,2025-01-01,CL0490,5,RR00260
P100028,TX,EPO,3,2026-02-11,2025-01-01,CL0909,2,RR00261
P100028,TX,EPO,3,2026-02-11,2025-01-01,CL0206,5,RR00262
P100028,TX,EPO,3,2026-02-11,2025-01-01,CL0636,4,RR00263
P100028,TX,EPO,3,2026-02-11,2025-01-01,CL0307,1,RR00264
P100028,TX,EPO,3,2026-02-11,2025-01-01,CL0950,5,RR00265
P100029,MA,EPO,5,2026-01-02,2025-01-01,CL0661,1,RR00144
P100029,MA,EPO,5,2026-01-02,2025-01-01,CL0129,5,RR00145
P100029,MA,EPO,5,2026-01-02,2025-01-01,CL0541,2,RR00146
P100029,MA,EPO,5,2026-01-02,2025-01-01,CL0755,2,RR00147
P100029,MA,EPO,5,2026-01-02,2025-01-01,CL0521,3,RR00148
P100029,MA,EPO,5,2026-01-02,2025-01-01,CL0983,2,RR00149
P100030,IL,HMO,2,2025-03-01,2025-01-01,CL0828,4,RR00331
P100030,IL,HMO,2,2025-03-01,2025-01-01,CL0701,3,RR00332
P100030,IL,HMO,2,2025-03-01,2025-01-01,CL0276,5,RR00333
P100030,IL,HMO,2,2025-03-01,2025-01-01,CL0378,4,RR00334
P100030,IL,HMO,2,2025-03-01,2025-01-01,CL0329,5,RR00335
P100030,IL,HMO,2,2025-03-01,2025-01-01,CL0681,5,RR00336
P100030,IL,HMO,2,2025-03-01,2025-01-01,CL0476,2,RR00337
P100030,IL,HMO,2,2025-03-01,2025-01-01,CL0155,4,RR00338
P100030,IL,HMO,2,2025-03-01,2025-01-01,CL0696,4,RR00339
P100030,IL,HMO,2,2025-03-01,2025-01-01,CL0347,1,RR00340
P100030,IL,HMO,2,2025-03-01,2025-01-01,CL0157,5,RR00341
P100030,IL,HMO,2,2025-03-01,2025-01-01,CL0249,3,RR00342
P100031,NJ,PPO,5,2025-11-25,2025-01-01,CL0327,3,RR00083
P100031,NJ,PPO,5,2025-11-25,2025-01-01,CL0023,5,RR00084
P100031,NJ,PPO,5,2025-11-25,2025-01-01,CL0672,4,RR00085
P100031,NJ,PPO,5,2025-11-25,2025-01-01,CL0618,3,RR00086
P100031,NJ,PPO,5,2025-11-25,2025-01-01,CL0045,4,RR00087
P100031,NJ,PPO,5,2025-11-25,2025-01-01,CL0155,4,RR00088
P100031,NJ,PPO,5,2025-11-25,2025-01-01,CL0306,5,RR00089
P100031,NJ,PPO,5,2025-11-25,2025-01-01,CL0806,3,RR00090
P100031,NJ,PPO,5,2025-11-25,2025-01-01,CL0689,1,RR00091
P100031,NJ,PPO,5,2025-11-25,2025-01-01,CL0593,2,RR00092
P100032,PA,EPO,5,2026-12-29,2025-01-01,CL0863,2,RR00184
P100032,PA,EPO,5,2026-12-29,2025-01-01,CL0290,5,RR00185
P100032,PA,EPO,5,2026-12-29,2025-01-01,CL0706,3,RR00186
P100032,PA,EPO,5,2026-12-29,2025-01-01,CL0879,3,RR00187
P100032,PA,EPO,5,2026-12-29,2025-01-01,CL0211,5,RR00188
P100033,NJ,HMO,5,2026-04-14,2025-01-01,CL0388,5,RR00093
P100033,NJ,HMO,5,2026-04-14,2025-01-01,CL0304,4,RR00094
P100033,NJ,HMO,5,2026-04-14,2025-01-01,CL0760,3,RR00095
P100033,NJ,HMO,5,2026-04-14,2025-01-01,CL0050,4,RR00096
P100033,NJ,HMO,5,2026-04-14,2025-01-01,CL0040,2,RR00097
P100033,NJ,HMO,5,2026-04-14,2025-01-01,CL0397,4,RR00098
P100033,NJ,HMO,5,2026-04-14,2025-01-01,CL0087,5,RR00099
P100033,NJ,HMO,5,2026-04-14,2025-01-01,CL0446,4,RR00100
P100033,NJ,HMO,5,2026-04-14,2025-01-01,CL0990,1,RR00101
P100033,NJ,HMO,5,2026-04-14,2025-01-01,CL0274,4,RR00102
P100033,NJ,HMO,5,2026-04-14,2025-01-01,CL0069,5,RR00103
P100034,TX,HMO,1,2026-07-21,2025-01-01,CL0670,4,RR00242
P100034,TX,HMO,1,2026-07-21,2025-01-01,CL0546,5,RR00243
P100034,TX,HMO,1,2026-07-21,2025-01-01,CL0681,3,RR00244
P100034,TX,HMO,1,2026-07-21,2025-01-01,CL0188,5,RR00245
P100034,TX,HMO,1,2026-07-21,2025-01-01,CL0442,3,RR00246
P100034,TX,HMO,1,2026-07-21,2025-01-01,CL0125,4,RR00247
P100034,TX,HMO,1,2026-07-21,2025-01-01,CL0554,1,RR00248
P100034,TX,HMO,1,2026-07-21,2025-01-01,CL0156,5,RR00249
P100034,TX,HMO,1,2026-07-21,2025-01-01,CL0434,5,RR00250
P100034,TX,HMO,1,2026-07-21,2025-01-01,CL0770,1,RR00251
P100034,TX,HMO,1,2026-07-21,2025-01-01,CL0653,5,RR00252
P100034,TX,HMO,1,2026-07-21,2025-01-01,CL0317,2,RR00253
P100034,TX,HMO,1,2026-07-21,2025-01-01,CL0333,1,RR00254
P100035,PA,PPO,5,2026-12-21,2025-01-01,CL0474,4,RR00162
P100035,PA,PPO,5,2026-12-21,2025-01-01,CL0563,5,RR00163
P100035,PA,PPO,5,2026-12-21,2025-01-01,CL0441,2,RR00164
P100035,PA,PPO,5,2026-12-21,2025-01-01,CL0841,4,RR00165
P100035,PA,PPO,5,2026-12-21,2025-01-01,CL0943,5,RR00166
P100035,PA,PPO,5,2026-12-21,2025-01-01,CL0139,2,RR00167
P100035,PA,PPO,5,2026-12-21,2025-01-01,CL0182,4,RR00168
P100035,PA,PPO,5,2026-12-21,2025-01-01,CL0994,3,RR00169
P100035,PA,PPO,5,2026-12-21,2025-01-01,CL0006,5,RR00170
P100035,PA,PPO,5,2026-12-21,2025-01-01,CL0716,5,RR00171
P100035,PA,PPO,5,2026-12-21,2025-01-01,CL0348,3,RR00172
P100036,IL,POS,4,2025-03-04,2025-01-01,CL0276,4,RR00357
P100036,IL,POS,4,2025-03-04,2025-01-01,CL0064,1,RR00358
P100036,IL,POS,4,2025-03-04,2025-01-01,CL0963,2,RR00359
P100036,IL,POS,4,2025-03-04,2025-01-01,CL0914,5,RR00360
P100036,IL,POS,4,2025-03-04,2025-01-01,CL0076,4,RR00361
P100036,IL,POS,4,2025-03-04,2025-01-01,CL0214,2,RR00362
P100036,IL,POS,4,2025-03-04,2025-01-01,CL0844,4,RR00363
P100036,IL,POS,4,2025-03-04,2025-01-01,CL0593,2,RR00364
P100036,IL,POS,4,2025-03-04,2025-01-01,CL0788,4,RR00365
P100036,IL,POS,4,2025-03-04,2025-01-01,CL0975,1,RR00366
P100036,IL,POS,4,2025-03-04,2025-01-01,CL0010,3,RR00367
P100036,IL,POS,4,2025-03-04,2025-01-01,CL0393,1,RR00368
P100036,IL,POS,4,2025-03-04,2025-01-01,CL0631,5,RR00369
P100036,IL,POS,4,2025-03-04,2025-01-01,CL0034,4,RR00370
P100037,TX,HMO,4,2025-07-03,2025-01-01,CL0670,4,RR00242
P100037,TX,HMO,4,2025-07-03,2025-01-01,CL0546,5,RR00243
P100037,TX,HMO,4,2025-07-03,2025-01-01,CL0681,3,RR00244
P100037,TX,HMO,4,2025-07-03,2025-01-01,CL0188,5,RR00245
P100037,TX,HMO,4,2025-07-03,2025-01-01,CL0442,3,RR00246
P100037,TX,HMO,4,2025-07-03,2025-01-01,CL0125,4,RR00247
P100037,TX,HMO,4,2025-07-03,2025-01-01,CL0554,1,RR00248
P100037,TX,HMO,4,2025-07-03,2025-01-01,CL0156,5,RR00249
P100037,TX,HMO,4,2025-07-03,2025-01-01,CL0434,5,RR00250
P100037,TX,HMO,4,2025-07-03,2025-01-01,CL0770,1,RR00251
P100037,TX,HMO,4,2025-07-03,2025-01-01,CL0653,5,RR00252
